ID,activity,rdMD_26,rdMD_1,rdMD_22,rdMD_61,rdMD_23,rdMD_10,rdMD_101,rdMD_123,rdMD_70,rdMD_24,rdMD_28,rdMD_45,rdMD_71,rdMD_52,rdMD_2,rdMD_30,rdMD_19,rdMD_6,rdMD_217,fcfp4_969
189882719,0.398273,7.865676127,49.85,16.69185859,9.799819462,18.95964543,5,5,5.6736,47.03555929,9.979866192,5.673190404,9.636772685,16.07615654,43.57456588,0.304347826,3.914859681,22.00076097,2,91.742,0
43429664,-0.080195,6.88516558,58.37,14.89020386,9.883888252,14.89020386,5,5,4.0344,34.92242162,9.159471444,5.080968639,9.733939541,4.794537184,18.15004873,0.333333333,3.558423579,16.78941824,1,68.478,0
316949638,0.958561,6.446118111,73.91,14.03398165,19.85184529,14.03398165,6,6,3.1961,38.84853783,8.702023016,4.630472354,10.30076712,6.544756406,18.42898625,0.315789474,3.299110741,15.77773702,1,71.277,0
82741701,1.369653,5.2727722,72.7,13.46468739,25.06523039,13.46468739,6,6,1.60134,32.20037792,7.659097785,3.75553316,5.316788604,24.18093684,37.25003674,0.5,2.553660301,16.13607523,1,38.886,0
49055884,0.151229,4.794842422,47.04,11.32380795,9.967957042,12.14030453,4,4,2.41754,40.72926901,6.325713727,3.39473619,10.05365156,4.736862954,36.26583785,0.692307692,2.255631311,13.61771297,0,16.147,0
44811798,1.318948,7.89003213,96.2,20.38734039,19.51903521,21.20383697,8,8,4.6201,38.70210443,11.67549937,5.250346673,9.473725908,16.91053818,42.01504371,0.222222222,3.445685926,26.02551633,0,96.157,0
48210605,0.543494,3.971243747,55.63,9.821870098,19.51903521,9.821870098,5,5,1.9384,26.06379162,5.830954736,2.683867291,9.883888252,6.544756406,25.48319996,0.153846154,1.774440404,10.70691101,0,19.263,0
31878740,0.287881,6.846107232,71.47,14.27775257,9.799819462,14.27775257,7,7,1.1917,66.99925844,8.908851044,5.145308758,24.21702599,16.07615654,37.80884418,0.611111111,3.783537402,16.47691872,1,39.331,0
300636138,0.374706,12.03159703,64.35,24.07122397,9.551078169,25.6436495,5,5,9.0141,25.3739333,13.69006422,6.984707872,14.41049,24.36699718,49.61379441,0.294117647,4.834499184,29.02750294,0,110.132,0
49997748,-0.138195,5.294118148,47.67,12.53741305,19.56096949,12.53741305,5,5,2.83474,19.56096949,6.967606293,3.397952958,5.316788604,13.59242839,37.11301852,0.25,2.263978205,13.42431379,0,34.983,0
165629,-0.211067,3.973765397,49.25,8.840896146,14.86786677,8.840896146,4,4,0.6483,46.21554535,5.490294715,3.026917491,10.00643713,0.0,24.35343402,0.636363636,2.136172049,10.51555556,0,12.918,0
44585808,-0.20079,5.684031453,63.91,12.88619448,19.74844179,13.70269106,6,6,2.98052,31.69746234,7.535166812,3.803994231,0.0,0.0,16.98535509,0.25,2.491247585,14.94932679,1,84.523,0
75542235,1.931719,8.272798092,82.62,19.39998612,14.86786677,20.2164827,8,8,5.1035,54.00174411,11.34402379,5.765849827,25.17025962,4.794537184,49.30755152,0.192307692,3.853295835,22.82309366,1,73.525,0
23829815,1.285122,6.397403249,54.26,14.53070313,24.56428273,14.53070313,6,6,2.2253,56.65048808,8.806859392,4.674158442,4.899909731,6.544756406,57.51115632,0.25,3.294856447,16.47691872,1,63.683,0
31378890,-0.120933,5.070733425,41.99,10.67293465,10.30076712,10.67293465,3,3,2.5432,17.43591466,6.539436025,3.750774356,5.316788604,5.414990469,24.35343402,0.25,2.358716708,11.90393769,1,52.148,0
25649639,-0.315386,6.845400627,54.46,15.65815305,4.983978521,15.65815305,5,5,4.40432,31.0904686,9.262506916,5.056109216,14.95356129,0.0,18.47573703,0.272727273,3.610478881,17.33964855,1,81.631,0
902055,0.40013,7.797319457,122.49,16.4853924,10.21669833,17.30188898,8,8,-0.857,99.12090858,9.618715509,5.655838795,30.47976114,9.531400138,6.544756406,0.944444444,4.132293067,22.86480665,1,33.964,0
24126665,-0.184449,3.631082109,47.9,9.246655703,14.95193556,10.00258465,4,4,3.4705,14.95193556,5.309290489,2.410922327,4.736862954,0.0,11.21947689,0.0,1.605928232,10.92296427,0,14.62,0
232868125,0.25807,8.148176463,50.08,16.58905897,24.64835152,16.58905897,6,6,2.54324,57.87504912,9.001936109,5.034039353,9.799819462,12.46266245,49.89906756,0.631578947,3.238971689,17.85963821,0,10.523,0
36986676,-0.32598,5.401510369,42.43,11.67502539,4.983978521,11.67502539,4,4,3.6061,23.72594139,6.192047094,2.594725555,4.736862954,4.736862954,12.4338962,0.333333333,1.666005203,13.33444337,1,39.485,0
53752451,0.788409,6.82871442,49.41,15.40602599,10.21669833,15.40602599,4,4,3.533,29.803782,9.257971603,4.845787432,10.21669833,16.13383077,31.62819537,0.272727273,3.144650297,19.73362636,2,80.92,0
320420210,-0.081099,4.50637934,60.77,11.28290479,4.899909731,11.28290479,4,4,2.7601,27.56490066,6.466777717,3.096916965,15.11296452,6.544756406,19.15587988,0.1875,2.0022461,13.93052407,1,54.325,0
31507466,0.905416,7.306724496,109.05,15.83336293,39.73256984,15.83336293,10,10,2.09272,39.73256984,8.486134254,4.172316123,9.259957891,19.06954442,18.67749054,0.411764706,2.892725335,17.13079577,0,33.045,0
20650033,-0.846715,5.708624314,89.62,14.209997,25.09257734,14.209997,7,7,3.3823,31.63733375,8.332334371,3.855128054,9.839883541,6.420821623,37.75295232,0.105263158,2.495331186,16.77046701,0,36.849,0
177465521,1.46655,5.393170098,67.07,13.21629729,19.97784836,13.21629729,6,6,2.06622,45.28368611,7.455878239,3.657384054,10.00643713,0.0,31.54956702,0.235294118,2.396149856,15.17667884,0,39.646,0
49350315,-0.504341,4.96042728,69.41,11.95280198,10.19736362,11.95280198,6,6,3.2165,16.99030592,6.99655054,3.401514268,19.20766545,6.544756406,12.1082079,0.125,2.22082415,13.56451091,0,33.133,0
299987327,1.560195,6.389738023,106.95,15.71437628,14.86786677,15.71437628,9,9,1.7846,61.17366721,8.873964747,4.800418405,29.42436378,0.0,37.63161691,0.315789474,3.273657033,17.90059178,1,48.375,0
44051475,-0.149728,5.479346124,46.61,13.01330937,0.0,13.01330937,4,4,3.3444,25.53103896,7.497630759,4.062588099,9.636772685,11.15768458,18.29850975,0.222222222,2.945124715,16.11028715,1,111.361,0
82730349,-0.288079,4.871242618,45.51,13.08327368,9.780484743,13.08327368,5,5,3.2661,31.10987737,6.91957837,3.717111005,14.21058886,7.047671983,17.99734769,0.235294118,2.700521821,14.2558154,0,43.292,0
36367041,-0.037447,7.197055337,84.76,17.56870794,14.95193556,17.56870794,8,8,3.08412,54.07669485,10.36387158,4.777547468,14.37363564,11.15768458,37.46747307,0.304347826,3.205404814,20.74066919,0,51.098,0
300042043,-0.353735,4.672973765,30.49,11.06434006,5.316788604,11.82026901,3,3,3.401,13.21376393,6.654178499,3.208999652,14.79051451,13.08951281,18.11214613,0.25,2.180992359,13.28126976,0,31.672,0
48281626,-0.146788,6.573894018,52.89,11.00387997,5.316788604,11.00387997,3,3,2.76688,12.45193614,7.404223002,5.292379412,5.316788604,4.794537184,6.544756406,0.866666667,3.556097409,12.01752283,1,33.494,0
44466340,1.628258,6.184548451,138.81,14.43626467,4.983978521,15.25276125,7,7,2.44036,23.25089382,8.311165632,4.092373188,16.20419791,4.794537184,5.563451492,0.263157895,2.54713553,18.55779641,1,74.947,0
LN01343457,-0.142131,7.163648627,38.77,14.59424372,4.899909731,14.59424372,4,4,3.2381,37.99226257,8.546374727,5.174208899,9.473725908,11.21535881,31.47008131,0.631578947,4.054827903,16.31278931,0,43.828,0
3140960,-0.160548,3.669236102,41.57,9.080117055,10.43470392,10.59197495,4,4,1.9704,37.21936899,5.253535089,2.452532772,4.736862954,4.736862954,18.6529643,0.363636364,1.520679988,12.6418503,1,47.866,0
348408,0.625673,6.050454514,58.36,12.734743,14.68039447,13.55123958,5,5,1.64032,38.47748549,7.559920974,4.190360648,5.106527395,13.08951281,30.57778348,0.5,2.851417244,15.39777778,0,57.83,0
32131885,-0.052247,6.934915704,59.37,14.30193084,9.799819462,14.30193084,5,5,2.30298,53.96970647,8.168329589,4.255024277,10.21669833,4.794537184,37.40533715,0.555555556,2.789773813,17.29632108,1,51.489,0
313091037,0.61292,5.910330546,49.77,12.914082,4.899909731,14.42593989,4,4,4.0888,29.06525523,7.618857567,4.025458825,9.843390349,17.94617555,19.63426922,0.277777778,2.600528342,17.08537039,0,42.009,0
23808246,1.715893,7.156035954,58.97,14.53360149,24.64835152,14.53360149,6,6,2.673,50.95162826,9.097766665,5.179467961,9.720841475,18.32929134,38.16329874,0.473684211,3.649489411,15.10454285,0,38.081,0
30708810,-0.224315,4.043205873,60.06,10.36562431,9.780484743,10.36562431,5,5,2.19066,15.68766447,5.363400187,2.743617442,9.733939541,7.047671983,24.87433411,0.333333333,1.788030357,11.44554971,1,29.775,0
3615737,-0.270105,8.251712794,34.15,13.22152933,4.983978521,14.03802592,3,3,4.2018,24.23958328,9.105037288,6.590725763,10.05365156,10.15185342,23.94669161,0.833333333,6.029339641,13.79494059,0,20.255,0
48242285,0.560078,4.830976087,75.44,10.23205624,15.20067686,10.23205624,6,6,1.2115,27.36110775,6.221739108,3.696280057,9.733939541,17.76011521,6.420821623,0.583333333,2.408845153,11.25238372,3,37.325,0
11005871,-0.06892,5.951847741,94.17,15.67483064,4.305215991,16.49132722,8,8,2.4633,45.11952979,8.862177211,4.101506274,19.52737747,14.81782834,18.29850975,0.315789474,2.725301581,19.9671977,1,131.576,0
49343751,0.617026,3.876386458,72.7,9.088478626,19.74844179,9.904975207,6,6,1.3232,25.65562151,5.460217836,2.749791524,0.0,12.96557803,18.3456408,0.4,1.890960734,10.39753576,1,25.823,1
49672228,-0.355046,6.669320885,55.32,14.53573736,14.86786677,14.53573736,5,5,3.5535,40.47144128,8.577929272,3.99733512,9.636772685,0.0,24.71933137,0.421052632,2.747145777,17.32715535,1,66.731,0
2246274,-0.609667,3.8470157,62.12,10.38251233,0.0,10.38251233,4,4,2.81918,13.01697727,5.688820853,2.601139017,10.05365156,0.0,5.687386275,0.066666667,1.697152588,12.65159546,1,41.99,0
46226808,0.781848,11.41597059,150.79,23.33375878,24.75175502,23.33375878,11,11,2.8524,79.66714493,13.43474985,7.21264454,35.88426208,10.15185342,37.56033989,0.535714286,4.810024671,28.75029136,2,81.195,0
31919176,0.131207,4.652194287,59.23,11.59729496,15.04055151,11.59729496,5,5,2.26706,27.99540322,6.086195249,3.081513181,9.423004668,6.544756406,24.50189504,0.357142857,1.851298314,13.26609978,1,30.472,0
31855457,-0.123628,4.068612257,55.98,9.857568304,4.983978521,10.67406488,3,3,2.45474,10.89115825,5.363655068,2.679876969,5.733667477,11.21535881,10.94351426,0.230769231,1.57446695,11.79517782,1,28.288,0
32441961,-0.150551,2.791229043,74.17,7.898289322,10.19736362,9.484285861,5,5,2.0899,17.30716116,4.133525564,1.84456445,14.88768137,0.0,4.472719516,0.111111111,1.138662712,9.97483322,0,13.313,0
32083468,1.151528,5.405260086,49.41,12.48660963,4.899909731,12.48660963,4,4,3.1888,29.30086642,7.406901214,3.884155213,10.21669833,4.794537184,25.19772071,0.5,2.908465457,15.47829746,2,102.328,0
49064812,0.111183,5.160658506,50.8,12.59424372,10.43470392,12.59424372,5,5,2.0086,43.82625096,7.148626654,3.108549244,9.473725908,4.736862954,18.6529643,0.4375,1.914990912,15.53717066,1,56.502,0
36335290,0.273812,4.858011758,75.43,12.48943123,5.316788604,13.30592781,5,5,2.321,18.48305065,7.015303083,3.17616951,10.63357721,11.33929359,29.09356299,0.176470588,2.118907205,16.58811963,3,68.723,0
1553046,0.987947,6.614289034,93.01,15.92491446,20.20725493,16.74141104,8,8,2.45436,42.72039588,8.348337664,4.343250909,4.899909731,10.02329115,25.47011651,0.277777778,3.221248182,18.83932795,0,74.523,0
49921682,0.452816,4.733201098,78.29,11.40727637,14.53505669,11.40727637,5,5,2.53138,14.53505669,6.432520261,3.320152917,4.567099648,6.544756406,11.08015221,0.125,2.410383784,12.83371475,0,44.798,0
49964732,0.030535,5.209692861,42.74,11.43549891,14.76446326,11.43549891,4,4,2.51322,21.30921967,6.15943117,3.112658668,5.316788604,12.46266245,19.00741886,0.428571429,1.957794409,12.61261654,0,26.229,0
206931104,0.681316,8.639640979,86.63,19.32359635,19.85184529,19.32359635,7,7,4.8706,58.01776566,11.3511972,6.049224682,19.82800423,6.420821623,41.19224952,0.222222222,4.222418803,21.85372661,0,65.537,0
171813474,1.673974,7.241872551,67.59,15.28463105,14.4509879,15.28463105,6,6,2.4672,50.25922503,9.145522897,5.073039054,19.31039973,11.33929359,12.96557803,0.333333333,3.595417417,17.54867328,1,81.509,0
25000139,0.786161,4.91234657,73.2,12.41479718,4.899909731,12.41479718,5,5,2.40808,30.30669758,6.804173285,3.07447021,10.21669833,4.794537184,18.29850975,0.117647059,1.996124113,16.17536982,2,85.934,0
32433398,1.407862,5.317835041,63.15,12.29525039,19.664373,13.05117933,6,6,1.4788,52.51240614,7.462094533,3.786636166,4.736862954,11.15768458,24.53296775,0.466666667,2.664307445,15.27278726,0,53.717,0
31412719,-0.075179,4.655518534,89.11,11.40631587,15.1246203,11.40631587,6,6,2.9355,26.20045298,6.633674824,3.210439147,9.629622332,6.420821623,17.95713863,0.2,2.257258719,13.23361027,0,50.618,0
46078321,0.623052,6.753794601,48.99,14.04279798,14.86786677,14.04279798,4,4,3.13934,27.95737958,8.370047243,4.916458472,4.983978521,6.544756406,54.58946611,0.3,3.54623791,15.09028565,0,52.401,0
36368096,-0.266738,4.979098166,56.49,12.6105243,24.96182688,14.24351746,5,5,4.0781,24.96182688,7.347319851,3.305548155,0.0,5.752853607,29.09005501,0.058823529,2.150970317,15.04328772,0,24.565,0
32015702,1.449744,7.845750133,55.89,16.91657073,9.799819462,16.91657073,6,6,3.6807,61.00665214,10.29290492,5.929795187,20.0165178,4.794537184,51.87966191,0.619047619,4.173704669,20.4249204,3,88.424,0
50279769,-0.160586,3.154683989,54.98,8.296375188,9.967957042,9.882371727,4,4,2.00262,17.07775458,4.357392951,2.0882828,9.720841475,0.0,10.53908658,0.2,1.434236679,10.16778524,0,16.143,0
49951308,-0.01882,4.078708685,58.22,9.348751973,15.26058134,9.348751973,5,5,1.2693,34.31939944,5.696878675,2.899320219,0.0,16.05294739,5.386224214,0.333333333,2.032553986,10.28522185,1,29.945,0
411164,0.183631,5.251730407,69.27,13.29058064,24.14913639,13.29058064,7,7,1.80494,44.4105723,7.190019377,3.731440416,14.62075121,11.78453494,50.41965963,0.4,2.401981882,14.52405654,0,23.302,0
53808517,0.156191,6.291118193,58.64,14.3393553,9.622004595,15.15585188,5,5,2.29742,45.3117115,8.291054106,4.285307764,4.736862954,16.56804756,25.67611005,0.647058824,3.011480781,18.23186331,0,59.605,0
36640884,-0.509552,3.72496369,42.43,9.886756776,4.983978521,10.70325336,4,4,1.8115,42.1553858,5.76860723,2.594082183,9.636772685,4.736862954,30.7920636,0.5,1.700742563,12.23281925,0,23.975,0
48780034,0.503475,5.114147785,41.37,11.81770783,19.58030421,12.57363678,5,5,1.43612,51.66650956,6.645832591,3.685435872,4.899909731,18.38696557,52.2586427,0.692307692,2.521023212,14.34144718,1,14.947,0
301949755,0.830097,6.944397132,75.01,13.3712251,14.86786677,13.3712251,5,5,2.3963,39.90640014,8.701694331,5.616172684,15.61755573,4.794537184,36.911265,0.555555556,4.255616407,14.69586858,1,38.112,0
48229519,0.037125,6.001833208,76.46,13.01651329,14.59805822,13.01651329,6,6,2.05784,26.6713299,7.817062316,4.373851222,4.736862954,15.95222176,23.01767455,0.5625,3.166277713,14.81177737,0,63.058,0
150193,0.335212,7.620200832,36.44,15.61061673,14.78379798,16.36654568,4,4,4.2038,53.41475974,9.919174852,5.63243931,4.899909731,4.794537184,41.83218806,0.454545455,4.185798075,18.45316151,1,56.062,0
38477365,-0.401765,3.242610459,56.73,8.313463387,14.76446326,9.069392333,4,4,1.68782,14.76446326,4.576035962,2.083190199,5.733667477,6.544756406,17.80213589,0.2,1.346207873,10.13883059,0,23.577,0
2343133,-0.345917,5.409514315,26.71,11.87394132,4.899909731,12.62987026,3,3,3.3678,36.18546275,7.213622463,3.888160475,10.00643713,6.544756406,43.43380162,0.294117647,2.696562401,14.23666663,0,40.361,0
106663882,1.817231,5.424584715,73.91,12.04241782,19.85184529,12.04241782,6,6,1.9353,44.38746309,7.164146276,4.034547327,15.20067686,4.794537184,24.82528164,0.4,2.829905619,13.6056415,1,53.33,0
25587599,-0.156317,3.981280056,63.69,10.36869123,20.16532066,10.36869123,5,5,2.5423,27.2751182,5.838581547,2.748321206,4.736862954,0.0,23.52059013,0.071428571,1.784997842,11.40322396,0,21.419,0
43657158,1.218028,7.894662343,44.81,14.78199158,15.11660807,14.78199158,5,5,2.3189,68.31323634,8.626891077,5.568162431,19.85347102,4.736862954,38.3869584,0.941176471,3.511397717,17.54239922,2,29.907,0
32391674,0.351543,5.833862631,56.13,13.36525983,10.21669833,14.18175641,4,4,3.18188,30.44135868,7.95408664,3.988274909,5.316788604,6.544756406,26.17902562,0.263157895,2.831208462,16.4382121,1,64.42,0
49078022,0.856287,5.717501903,62.19,13.86487967,9.780484743,14.68137625,6,6,3.4903,40.40681928,8.275986545,3.845224532,15.53348694,6.544756406,48.71159255,0.411764706,2.650079632,16.69885883,2,56.321,0
2266063,-0.482938,4.136496273,54.88,10.25237566,9.967957042,11.06887224,4,4,3.25202,15.87513677,5.814017682,2.764909034,0.0,0.0,12.39368714,0.071428571,1.806025137,11.79988654,1,35.146,0
31835712,0.74286,6.095828591,46.92,12.24183307,14.86786677,12.24183307,4,4,2.56784,20.99718315,6.492217215,3.064895432,9.883888252,11.33929359,5.538925252,0.466666667,2.051750315,13.58839954,1,35.893,0
48836360,-0.274595,7.484102908,44.1,12.83187964,4.899909731,13.64837622,3,3,4.07278,22.89077112,8.424788688,6.002819622,4.899909731,0.0,12.08368166,0.666666667,5.644705046,14.26487149,1,39.529,0
43805996,-0.040046,3.709380106,54.88,9.812502884,10.19736362,10.62899946,4,4,2.4208,16.10454335,5.537702426,2.269360696,5.316788604,17.63618043,0.0,0.25,1.442778241,12.63210542,1,41.987,0
830565,-0.273006,4.115323282,55.04,9.056819257,9.967957042,9.056819257,4,4,1.8122,23.05746985,5.616514925,2.983684823,10.63357721,0.0,13.08951281,0.333333333,2.166027601,9.390577885,0,19.191,0
35709702,-0.177852,3.541561782,43.26,9.357568304,9.883888252,9.357568304,4,4,1.3959,24.6317489,5.078125765,2.570955734,14.62075121,11.33929359,24.14744049,0.25,1.676852284,10.54456192,1,36.046,0
