ID,activity,rdMD_167,rdMD_123,rdMD_97,rdMD_68,rdMD_2,rdMD_70,rdMD_171,rdMD_166,rdMD_52,rdMD_76,rdMD_245,rdMD_18,rdMD_254,rdMD_305,rdMD_229,rdMD_9,rdMD_270,rdMD_253,rdMD_301,rdMD_168
30640320,1.765072,4.882,1.25414,5,28.06291036,0.533333333,58.29533475,4.144,5.114,44.80360395,0.0,-0.065,-1.93,-0.294,0.998,-0.168,2,0.928,-0.247,1.256,4.682
227979253,1.300813,6.002,1.47778,6,35.5475666,0.44,91.48036479,6.072,5.808,57.6602417,0.0,-0.316,-4.08,0.098,1.164,-0.351,2,0.614,-0.389,1.348,6.111
43241226,1.727134,4.799,1.4353,5,11.03340144,0.5,27.85397608,3.892,4.783,24.54864581,11.03340144,-0.037,-1.42,-0.093,0.781,-0.037,2,1.0,-0.037,0.972,4.571
36625873,1.697665,5.909,3.4359,8,16.94058116,0.363636364,33.44768044,5.154,5.844,25.04925969,11.03340144,-0.112,-2.89,0.077,0.889,-0.137,3,0.644,-0.132,0.863,5.704
5536034,0.243038,5.374,4.13932,9,11.76188495,0.117647059,15.18134214,4.887,5.432,11.94969718,11.38785599,0.144,-2.2,-0.214,1.314,0.214,3,1.015,0.228,0.663,5.142
55540581,-0.69897,6.198,6.07332,13,22.75190222,0.258064516,37.30549336,6.408,6.306,28.97578965,16.59031121,-0.035,-4.7,-0.033,0.778,-0.017,5,0.801,0.011,0.803,6.188
11009421,1.062206,5.819,1.7967,8,11.72504251,0.166666667,35.12064465,5.504,5.737,6.544756406,5.687386275,-0.069,-3.55,0.001,1.281,-0.029,3,0.853,0.077,0.837,5.574
50568787,1.661813,5.586,1.5336,6,23.18913201,0.133333333,30.39076637,5.261,5.958,30.68565517,0.0,-0.155,-3.03,-0.185,0.874,-0.19,2,0.861,-0.164,0.876,6.04
33363767,1.521138,5.696,2.66382,8,11.72504251,0.315789474,32.57794676,5.25,5.58,18.80796705,5.687386275,-0.039,-3.09,-0.156,0.941,-0.012,3,0.874,0.055,0.927,5.591
46620326,1.320354,5.378,2.7702,5,22.93135188,0.285714286,17.49804021,4.898,5.416,11.44642984,0.0,-0.045,-1.95,-0.18,1.041,-0.107,2,0.978,-0.125,0.822,5.137
25002955,-0.522879,5.409,3.61372,5,11.84897729,0.5,35.84620784,5.124,5.57,24.57087035,0.0,-0.086,-2.7,0.232,1.063,-0.089,2,0.837,-0.099,1.016,5.342
37000875,1.710879,4.839,3.00894,5,21.89924919,0.230769231,20.85631743,4.695,5.055,4.472719516,0.0,0.053,-1.62,-0.184,1.072,0.085,2,0.68,0.177,0.777,4.9
95696282,1.729003,6.033,1.5838,5,22.58680789,0.388888889,42.72853371,5.551,5.683,17.50097383,10.77244843,-0.149,-2.9,-0.002,0.665,-0.161,2,0.776,-0.125,0.826,5.6
33353814,0.963788,5.598,3.7942,5,5.907179729,0.411764706,16.93299908,4.951,5.431,17.16874381,11.32369891,-0.125,-2.1,0.19,0.977,-0.135,2,0.724,-0.145,0.977,5.581
33314123,1.706632,5.383,2.0622,5,11.594566,0.153846154,24.19095888,4.654,5.542,30.87825723,5.687386275,-0.236,-2.07,-0.124,1.02,-0.259,2,0.707,-0.287,1.245,5.479
53873925,1.92101,5.467,2.1452,5,11.81435946,0.5,64.68348683,5.051,5.431,44.83853165,0.0,-0.136,-2.83,-0.138,1.313,-0.135,2,0.812,-0.108,1.141,5.047
25587599,1.35526,5.501,2.5423,8,0.0,0.071428571,27.2751182,4.853,5.547,23.52059013,22.77571198,-0.08,-2.69,0.079,1.097,-0.06,3,0.843,-0.013,0.901,5.408
35747521,1.726727,5.17,2.17764,5,9.837253136,0.4,26.78822417,4.69,5.36,11.12690298,0.0,-0.251,-2.02,-0.164,0.9,-0.148,2,0.757,-0.019,0.901,5.329
131225,1.745465,6.057,4.20172,9,17.41242878,0.260869565,40.47144128,5.681,6.078,36.08266112,0.0,-0.15,-3.55,-0.133,0.693,-0.174,3,0.851,-0.139,0.829,5.668
30656579,1.505014,5.613,3.93982,6,11.594566,0.294117647,10.89115825,4.889,5.456,17.57815784,0.0,-0.085,-2.16,0.039,0.819,-0.097,2,0.67,-0.112,0.951,5.444
177285116,1.716671,5.715,3.1617,8,0.0,0.315789474,44.20569498,5.107,6.117,43.3788374,5.687386275,-0.079,-2.94,0.218,0.764,-0.067,3,0.544,-0.05,0.743,5.4
25645386,1.591065,6.136,3.0697,6,11.81435946,0.222222222,36.34853841,6.036,6.284,18.6529643,0.0,-0.116,-3.03,0.407,0.627,-0.138,2,0.563,-0.099,0.754,5.958
36258440,1.592066,5.265,2.3819,5,16.72078771,0.428571429,41.0468924,4.239,5.058,17.46990587,10.90292493,-0.323,-1.68,0.143,0.964,-0.323,2,0.81,-0.323,1.294,5.093
31966128,1.653888,5.37,2.20972,8,22.10923431,0.153846154,14.76446326,4.566,5.24,10.76628698,10.77244843,0.082,-2.01,-0.165,1.419,0.096,3,0.948,0.11,0.821,5.371
Z1611059418,1.252368,4.679,2.1436,5,6.014658705,0.454545455,14.76446326,4.004,5.079,31.90402158,0.0,-0.24,-1.78,0.238,1.607,-0.227,2,0.737,-0.181,1.134,4.384
30026465,0.835691,5.815,4.5445,8,22.69428686,0.333333333,41.78769606,5.776,6.397,18.15004873,11.09972086,-0.159,-3.07,0.527,1.126,-0.182,3,0.33,-0.126,0.787,6.023
49985873,1.668479,5.431,1.379,8,16.85126421,0.230769231,31.84221785,5.152,5.255,25.35272345,11.03340144,-0.319,-2.7,0.09,1.303,-0.317,3,0.745,-0.292,1.22,5.278
49937270,1.714665,4.689,1.7449,2,5.907179729,0.769230769,20.67164299,3.757,4.768,18.3805685,0.0,-0.09,-1.39,0.152,0.769,-0.086,1,0.709,-0.07,1.025,4.379
43248621,1.493597,5.55,2.6879,6,11.87648502,0.125,16.98301241,4.319,5.463,13.46849361,11.12690298,-0.032,-2.62,0.271,0.991,-0.04,2,0.482,-0.062,0.782,5.654
29658437,1.454082,4.882,1.3894,2,5.907179729,0.5,22.23242088,2.783,4.922,6.544756406,0.0,-0.029,-1.76,-0.298,0.981,-0.014,1,0.986,0.026,0.975,4.774
24065064,1.656002,5.804,2.34412,6,17.50174573,0.1875,35.79359168,5.206,5.645,37.2369533,0.0,-0.179,-2.69,0.061,0.723,-0.207,2,0.654,-0.247,1.179,5.647
18897980,1.775246,5.249,2.4654,5,28.70246611,0.529411765,44.95338765,4.188,5.349,19.63426922,11.03340144,-0.051,-1.69,0.304,0.92,-0.129,2,0.728,-0.216,1.204,5.1
MCULE-6903077184,1.559667,5.083,3.144,3,5.783244946,0.5625,36.92430586,3.843,4.938,5.563451492,0.0,-0.143,-1.35,-0.192,0.416,-0.158,1,1.078,-0.183,1.189,4.613
16154631,-0.431798,6.284,2.9791,9,11.60093989,0.058823529,9.134199296,5.933,5.848,23.48268753,5.687386275,-0.096,-2.73,-0.107,0.752,-0.126,3,0.723,-0.126,0.805,5.932
36458355,1.565848,5.673,3.4066,8,16.87223022,0.125,22.54414429,5.236,5.567,28.86006357,22.16030442,-0.132,-2.62,-0.067,1.105,-0.142,3,0.696,-0.152,0.981,5.634
17480068,0.61595,5.651,3.3962,6,11.81435946,0.333333333,35.40483281,5.08,5.677,32.47591246,0.0,-0.12,-2.82,0.292,1.388,-0.135,2,0.872,-0.161,1.055,5.567
31968180,1.660486,5.669,2.7391,6,29.01336867,0.294117647,49.01776559,5.172,5.597,26.17902562,0.0,-0.195,-2.11,-0.008,1.125,-0.237,2,0.712,-0.323,1.32,5.703
2067340,1.233757,5.417,2.4861,6,17.28832616,0.285714286,22.86999756,4.389,5.293,13.08951281,5.687386275,0.014,-1.81,-0.246,1.252,0.019,2,0.696,-0.005,1.023,5.582
13503486,1.149835,5.789,3.8255,8,28.27419416,0.217391304,18.35911586,5.164,5.736,25.19772071,10.77244843,-0.075,-3.14,0.182,1.393,-0.09,3,0.586,-0.116,1.007,5.859
48277570,1.492621,5.583,2.4735,6,5.687386275,0.266666667,25.30753999,4.958,5.381,18.80796705,0.0,-0.262,-2.43,-0.252,0.807,-0.27,2,1.122,-0.263,1.141,4.975
42942540,1.681422,5.144,2.98636,5,5.907179729,0.235294118,12.45193614,4.865,5.363,11.12690298,0.0,-0.094,-2.47,0.1,1.555,-0.1,2,1.007,-0.107,0.925,5.113
49295738,1.672375,5.274,2.59634,5,22.84572937,0.333333333,35.47535053,4.597,5.142,18.9786526,10.96924436,-0.142,-2.3,0.112,1.24,-0.16,2,0.758,-0.201,1.09,4.765
30026463,1.0,5.525,4.26274,8,22.69428686,0.363636364,35.4253372,5.18,5.676,18.15004873,11.09972086,-0.159,-2.66,0.011,1.536,-0.174,3,0.91,-0.189,1.121,5.355
50555818,1.810904,5.461,2.6042,8,11.03340144,0.368421053,39.06923564,4.47,5.589,38.06979719,11.03340144,-0.22,-2.4,0.115,1.153,-0.24,3,0.622,-0.263,1.248,5.271
2047138,1.753813,5.117,1.476,3,17.68780607,0.384615385,43.20360627,4.462,5.511,31.76700335,0.0,-0.297,-2.08,0.127,0.892,-0.324,1,0.761,-0.362,1.294,5.47
36290020,1.728435,5.879,1.5385,8,22.49749094,0.235294118,46.2116531,5.271,5.845,41.94303466,10.90292493,-0.152,-2.93,-0.118,0.996,-0.16,3,0.764,-0.157,1.133,5.76
301229871,1.704579,4.062,1.779,0,5.907179729,0.928571429,43.15220703,3.221,4.093,26.1172164,0.0,-0.193,-0.61,-0.015,0.638,-0.207,0,0.93,-0.218,1.102,4.195
2344317,1.558709,5.273,1.9379,6,5.948339281,0.333333333,41.0468924,4.337,5.317,50.68092066,0.0,-0.255,-2.01,0.069,0.707,-0.292,2,0.768,-0.249,1.006,4.828
36987134,1.837273,5.391,3.6198,5,28.05227856,0.5,22.75753962,4.711,5.346,11.42806504,10.96924436,-0.217,-1.46,0.023,1.659,-0.172,2,0.412,-0.127,0.911,5.254
31213616,0.899821,5.564,3.22622,8,11.594566,0.117647059,16.04782151,5.234,5.707,11.25083777,11.45417541,0.065,-2.95,0.174,1.249,0.057,3,0.785,0.015,0.852,5.692
35754541,1.635986,4.713,1.6377,5,22.28620714,0.5625,59.62329931,4.249,4.859,62.82971789,0.0,-0.135,-1.73,0.021,1.122,-0.28,2,0.88,-0.378,1.378,4.599
43179665,1.456821,5.401,3.3461,10,10.96924436,0.235294118,24.31554143,5.218,5.462,29.88811926,22.35710035,-0.19,-2.89,0.111,1.21,-0.183,4,0.978,-0.159,1.14,5.424
43251079,1.702344,5.176,1.17752,5,11.55435695,0.416666667,27.04999436,3.629,5.18,18.30505147,5.647177221,-0.082,-1.91,-0.22,1.138,-0.079,2,0.964,-0.065,0.987,5.155
35765805,1.897682,5.747,1.8853,3,23.41529935,0.578947368,67.17274409,4.828,5.51,31.74247712,0.0,-0.203,-1.99,-0.021,0.705,-0.239,1,0.667,-0.319,1.288,5.442
3566194,1.59251,5.191,3.31236,7,22.69428686,0.3125,16.04782151,4.595,5.466,24.59539659,11.09972086,-0.04,-2.63,-0.153,1.147,-0.041,3,1.064,-0.058,0.935,5.135
142671,1.930745,4.797,1.9471,3,5.907179729,0.6,30.64967859,4.674,5.047,38.07011352,0.0,-0.158,-1.42,-0.011,0.676,-0.17,1,0.769,-0.181,1.036,4.703
36946295,0.948413,5.417,3.8581,7,52.06957758,0.071428571,22.92280875,4.666,5.51,12.42773475,22.0368111,-0.005,-1.83,-0.061,0.803,-0.007,3,1.262,-0.071,0.906,5.32
30724831,1.765445,5.207,2.75372,5,11.72504251,0.307692308,16.04782151,4.648,5.359,12.11474962,0.0,0.018,-2.17,-0.012,1.155,0.005,2,0.948,-0.044,0.93,5.435
44811450,1.017033,6.159,6.90722,11,29.35087152,0.148148148,22.32573601,5.784,6.054,16.1495363,22.45060189,0.036,-4.1,0.184,1.181,0.047,4,0.693,0.051,0.762,6.236
35697150,1.658488,5.154,2.7872,5,17.36790039,0.352941176,30.81347936,4.745,5.429,24.51141641,0.0,-0.061,-2.21,0.423,1.418,-0.126,2,0.982,-0.184,1.101,5.025
32077202,1.842297,5.733,1.60252,6,17.50174573,0.368421053,52.86125186,5.206,5.654,30.53719415,11.25737949,-0.223,-2.96,-0.034,1.091,-0.251,2,0.787,-0.285,1.21,5.438
36428656,0.478566,5.329,3.82254,8,17.28512516,0.333333333,30.40207769,5.0,5.316,28.78623948,10.44059869,0.009,-2.54,0.372,0.856,-0.031,3,1.292,-0.077,1.028,5.189
45636709,0.454845,5.99,3.4437,8,34.40859378,0.105263158,30.13603669,5.455,5.905,16.63706198,10.90292493,-0.167,-3.41,0.297,1.226,-0.188,3,0.497,-0.217,1.114,5.995
31231105,1.673021,6.325,5.868,13,34.91765574,0.04,26.75547473,6.387,6.159,33.59721764,11.25737949,-0.06,-4.17,0.047,1.137,-0.078,4,0.667,-0.076,0.741,6.399
317396814,1.068186,5.47,2.222,6,0.0,0.076923077,4.983978521,3.668,5.331,11.76029506,11.12690298,-0.047,-2.34,0.156,1.376,-0.054,2,0.522,-0.065,0.755,5.635
53927369,1.501059,6.116,5.5263,11,22.49749094,0.388888889,79.17690649,5.969,5.976,79.7273526,22.02982792,-0.185,-4.12,-0.084,1.265,-0.197,4,0.823,-0.21,1.242,5.902
48233682,1.540955,5.503,4.3537,10,27.37126929,0.333333333,37.82193312,5.386,5.528,30.42932246,20.65721932,0.014,-2.8,0.247,1.022,-0.033,4,1.211,-0.074,1.045,5.363
5514552,1.766115,5.255,3.2728,5,22.37552409,0.473684211,55.18385753,5.03,5.251,31.74247712,11.25737949,-0.066,-1.92,-0.014,0.924,-0.144,2,1.214,-0.215,1.217,5.289
53882205,1.698535,5.465,2.0949,5,11.67829173,0.5,32.90229461,4.885,5.434,25.20426243,5.647177221,-0.211,-2.37,0.267,1.273,-0.241,2,0.552,-0.282,1.236,5.469
43648627,1.690993,5.496,2.3847,8,11.03340144,0.2,20.7296829,5.425,5.851,13.24451555,11.03340144,-0.229,-2.7,0.393,1.007,-0.27,3,0.25,-0.211,0.903,5.774
36259510,1.610128,4.885,1.7496,5,27.37126929,0.333333333,30.22939295,3.85,4.754,13.65455395,10.21662063,-0.061,-1.2,0.258,0.44,-0.173,2,1.163,-0.267,1.134,4.839
46038339,1.54444,5.276,1.9567,8,16.98174072,0.214285714,33.0254269,4.796,5.427,25.48319996,11.03340144,-0.321,-2.43,0.273,0.916,-0.321,3,0.758,-0.321,1.221,4.819
4338859,-0.017729,5.365,2.2083,8,11.03340144,0.142857143,21.78681215,4.971,5.397,0.0,11.03340144,0.023,-2.56,-0.028,0.988,0.09,3,0.828,0.257,0.692,4.989
5849808,1.547405,5.043,1.74322,5,5.969305288,0.1,21.21647446,2.565,5.003,0.0,11.45417541,0.028,-2.17,0.168,1.04,0.032,2,0.687,0.017,0.844,5.207
45903948,0.993877,5.994,3.91772,11,17.24396561,0.173913043,40.0626889,5.724,5.861,41.29434004,21.82845468,-0.095,-3.85,-0.077,0.932,-0.165,4,0.973,-0.211,1.096,5.952
316276642,1.553276,6.218,4.41538,11,22.75844394,0.416666667,104.4184192,6.177,6.114,56.43728225,22.29078092,-0.175,-4.9,-0.08,1.134,-0.183,4,0.861,-0.158,0.991,6.288
43245209,1.570193,5.313,2.7828,8,16.87223022,0.066666667,20.85631743,5.361,5.383,5.386224214,10.90292493,0.065,-2.62,-0.136,1.036,0.1,3,0.614,0.196,0.717,5.298
31846326,1.507586,4.911,0.5495,3,10.02329115,0.454545455,34.4320865,4.738,5.522,6.544756406,0.0,-0.543,-1.27,0.131,1.09,-0.465,1,0.453,-0.384,1.259,4.624
35690264,1.410777,5.276,2.5699,5,28.87314944,0.411764706,48.76303591,4.747,5.468,31.05617282,0.0,-0.097,-2.12,0.241,0.587,-0.194,2,1.007,-0.277,1.246,5.281
150731,1.476397,5.776,4.8168,9,17.50811962,0.227272727,33.86455931,5.445,5.771,41.48427523,11.25737949,-0.091,-2.72,-0.081,1.101,-0.114,3,0.686,-0.16,1.081,5.674
48759010,1.612042,4.804,3.15112,5,16.46834436,0.461538462,15.18134214,4.245,4.915,23.85051844,0.0,0.103,-1.49,-0.187,1.497,0.107,2,1.184,0.078,0.833,4.515
36467131,1.571243,5.668,3.3372,6,11.594566,0.235294118,26.2307412,5.187,5.558,18.36063531,11.12690298,-0.149,-2.33,0.037,0.945,-0.155,2,0.804,-0.158,1.004,5.638
36944203,1.740047,5.59,4.34788,8,11.594566,0.210526316,15.87513677,5.214,5.675,23.64452491,0.0,-0.202,-3.15,0.232,0.909,-0.214,3,0.966,-0.221,1.094,5.586
3110901,-0.376751,6.028,6.04302,8,34.53229177,0.111111111,10.89115825,6.059,6.282,11.25083777,11.25737949,0.003,-2.38,0.408,0.688,-0.019,3,0.935,-0.031,0.653,6.237
323264,1.785686,5.505,2.33422,8,0.0,0.333333333,51.31178529,4.796,5.399,30.41325937,22.64523548,-0.141,-2.64,-0.01,1.19,-0.162,3,0.939,-0.203,1.139,5.475
300620222,1.891872,5.887,5.1241,8,28.45082012,0.25,40.29418838,5.47,5.888,17.79559417,10.77244843,0.007,-3.58,0.26,1.199,0.002,3,0.474,-0.024,0.936,5.723
Z346231396,0.569374,5.706,3.577,8,22.49749094,0.166666667,17.58407692,5.212,5.666,36.9446243,10.90292493,-0.16,-2.59,0.025,1.208,-0.175,3,0.571,-0.195,1.148,5.729
31412633,1.871047,5.369,3.20484,8,17.06902615,0.133333333,21.21647446,4.679,5.275,11.25737949,22.35710035,0.08,-2.69,0.028,0.936,0.089,3,0.633,0.081,0.744,5.339
36342840,1.658202,5.201,2.04738,5,5.817862778,0.4,21.0798131,4.53,5.079,30.89819042,0.0,-0.304,-2.35,-0.022,0.8,-0.304,2,1.013,-0.304,1.212,4.846
43239399,1.167317,5.908,6.2062,9,5.687386275,0.333333333,25.09922008,5.404,5.758,18.77689909,11.12690298,-0.116,-2.78,-0.094,0.68,-0.122,3,0.844,-0.125,1.168,5.613
7689820,1.391112,4.893,2.2101,5,50.20001078,0.0,9.967957042,1.322,4.748,4.472719516,10.90292493,-0.022,-1.07,0.463,1.679,-0.058,2,0.683,-0.191,1.0,4.69
30571034,1.68842,5.114,3.0982,5,45.31324986,0.333333333,29.38349637,4.371,5.219,24.38748163,0.0,-0.001,-0.95,0.032,0.931,-0.044,2,0.893,-0.167,1.076,5.071
89942044,1.63799,6.131,4.1863,8,11.72504251,0.111111111,20.79419187,5.989,6.373,12.26321064,0.0,-0.034,-3.43,0.177,0.851,-0.035,3,0.645,-0.031,0.717,6.609
48242285,1.510143,5.029,1.2115,2,11.93829424,0.583333333,27.36110775,3.748,5.167,6.420821623,0.0,-0.269,-1.85,0.168,0.502,-0.304,1,0.78,-0.348,1.254,5.005
17159117,1.718834,5.432,3.79452,8,33.14797252,0.176470588,18.00095579,5.081,5.649,5.687386275,10.21662063,-0.022,-2.4,-0.07,1.018,-0.065,3,1.294,-0.107,0.94,5.55
32442245,0.701568,5.393,2.5042,8,0.0,0.0,20.23114769,4.91,5.393,17.95713863,22.8420314,0.035,-2.69,0.058,1.202,0.024,3,0.875,-0.023,0.883,5.231
30191309,1.704751,4.546,1.90466,5,11.72504251,0.461538462,20.84432773,4.054,5.148,25.22878867,0.0,0.04,-2.11,-0.2,1.076,0.046,2,1.043,0.045,0.92,4.681
139895,1.922985,5.694,4.7122,9,17.50811962,0.28,28.88058079,4.884,5.74,23.96107686,11.12690298,-0.06,-2.69,0.061,0.834,-0.075,3,0.667,-0.104,0.935,5.583
32005722,1.695482,5.187,1.4845,2,23.27508012,0.571428571,35.96955761,4.196,5.293,24.51141641,0.0,-0.038,-1.56,0.358,0.701,-0.108,1,1.027,-0.193,1.089,4.911
31968914,1.718751,5.202,2.38152,5,17.24396561,0.166666667,10.89115825,4.804,5.235,18.43552797,0.0,-0.002,-1.68,0.073,0.876,-0.042,2,1.127,-0.102,0.928,5.13
300480727,1.644242,4.925,1.8002,5,0.0,0.333333333,16.68539818,3.157,4.907,11.98427311,11.45417541,0.138,-1.68,0.15,1.2,0.119,2,0.877,0.05,0.764,4.767
18898062,1.658298,5.147,2.75804,5,17.00690059,0.5,22.08966234,3.526,5.107,11.73576882,11.09972086,0.029,-1.91,-0.1,0.664,0.018,2,0.878,-0.03,0.917,5.07
7695671,-0.387216,6.089,3.81312,9,29.09631174,0.086956522,24.32842115,5.921,6.046,5.687386275,0.0,-0.107,-3.93,0.131,1.054,-0.122,3,0.727,-0.151,1.021,6.234
EN300-1590205,1.512151,5.674,2.0134,6,11.60093989,0.5,46.29851852,5.203,5.361,17.82666213,0.0,-0.17,-2.16,-0.258,0.908,-0.166,2,0.801,-0.134,1.097,5.337
Z57030609,1.301247,5.474,2.84212,8,0.0,0.071428571,20.16532066,4.966,5.426,23.52059013,22.77571198,0.061,-2.49,0.143,0.964,0.061,3,0.81,0.061,0.82,5.375
139887,1.848805,5.709,4.0674,9,5.907179729,0.307692308,35.99037833,4.89,5.729,18.93844355,11.12690298,-0.111,-3.18,0.052,0.755,-0.119,3,0.644,-0.126,0.98,5.593
36304724,-0.455932,5.324,2.92482,6,15.71067743,0.333333333,25.52353857,5.539,5.623,25.32165549,0.0,-0.672,-1.85,0.244,0.859,-0.507,2,0.667,-0.321,1.263,5.138
150193,1.738384,5.45,4.2038,6,17.50811962,0.454545455,53.41475974,5.194,5.506,41.83218806,11.25737949,-0.117,-1.91,-0.081,1.218,-0.145,2,0.686,-0.205,1.219,5.364
24024401,1.753277,5.798,3.4571,10,27.8435061,0.15,20.55123921,5.376,5.738,11.08015221,21.93632637,0.017,-3.21,0.019,1.219,0.027,4,0.741,0.047,0.858,5.843
30658737,1.073718,5.562,3.13788,8,16.85126421,0.117647059,17.01562902,5.047,5.497,13.59242839,11.03340144,-0.194,-2.93,0.006,1.263,-0.194,3,0.897,-0.194,1.074,5.225
15267776,1.077368,5.998,3.86804,6,17.41242878,0.428571429,48.51485001,4.911,6.146,38.06325547,0.0,-0.155,-2.61,0.369,0.764,-0.191,2,0.475,-0.154,0.835,5.793
1536855,1.728435,5.532,3.3494,6,11.60093989,0.428571429,51.40249682,5.35,5.426,32.72378203,0.0,-0.182,-1.79,-0.196,0.995,-0.206,2,0.789,-0.258,1.246,5.182
474938,1.737987,5.033,-1.98,5,16.98174072,0.5,59.75739852,3.689,4.965,0.0,11.16387794,-0.375,-1.81,0.117,0.994,-0.427,2,0.959,-0.482,1.418,4.996
23832549,1.624282,5.756,3.8463,10,21.93632637,0.3,44.78553631,5.096,5.624,5.563451492,33.32418236,-0.052,-2.66,0.012,1.258,-0.052,4,1.0,-0.052,1.034,5.397
84836387,-0.721246,5.736,5.3531,8,39.79219099,0.277777778,21.22318297,5.278,5.533,34.77142789,22.02982792,0.115,-1.91,-0.051,1.086,0.119,3,0.684,0.074,0.8,5.555
1487936,-0.657577,5.142,4.29958,6,11.76188495,0.388888889,9.967957042,5.123,5.104,23.84046874,0.0,-0.001,-1.86,-0.146,1.109,-0.028,2,1.02,-0.061,0.823,4.818
44551318,1.522314,5.36,0.99992,3,21.61785716,0.363636364,39.80143315,4.493,5.612,7.047671983,0.0,-0.444,-1.6,0.131,1.368,-0.328,1,0.436,-0.233,1.239,5.495
48355573,1.39794,4.722,2.9018,2,5.907179729,0.733333333,15.68766447,3.977,4.894,18.03265566,0.0,0.038,-1.32,-0.24,0.645,0.057,1,0.975,0.095,0.848,4.47
49176426,1.298416,4.807,3.077,5,11.76188495,0.333333333,21.02023245,2.762,4.882,17.00369137,11.38785599,0.132,-1.29,0.286,1.327,0.163,2,0.76,0.142,0.87,4.887
25831317,1.597476,5.775,4.03012,8,28.44957626,0.1,17.87702101,5.251,5.68,5.386224214,16.97894504,-0.074,-3.14,-0.14,0.972,-0.076,3,0.827,-0.075,0.792,5.482
36265861,1.719497,5.18,2.14068,5,5.817862778,0.4,21.0798131,4.801,5.1,38.3248432,0.0,-0.273,-2.35,0.011,0.792,-0.273,2,0.961,-0.273,1.152,5.147
41949940,1.569842,4.706,2.32532,5,5.687386275,0.25,9.780484743,2.197,4.816,0.0,5.687386275,0.172,-1.77,-0.318,0.583,0.172,2,1.326,0.172,0.729,4.646
